eeg_feature,model,hidden_channels,window_size,batch_size,learning_rate,dropout_rate,weight_decay,activation_funct,number_train_samples,number_val_samples,number_test_samples,mean_test_loss,test_acc,test_f1,test_prec,test_reca,test_roc,pytorch_total_params,train_time,best_epoch
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.779944844818237)","('test_acc', 0.753903756118323)","('test_f1', 0.7127363875334463)","('test_prec', 0.7147410928145809)","('test_reca', 0.753903756118323)","('test_roc', 0.9676729978916496)","('pytorch_total_params', 36224)","('train_time', 134.07997727394104)","('best_epoch', 233)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.92879726273325)","('test_acc', 0.5993429453075122)","('test_f1', 0.5352224958651677)","('test_prec', 0.5219957715291657)","('test_reca', 0.5993429453075123)","('test_roc', 0.9214051509503676)","('pytorch_total_params', 36224)","('train_time', 123.71889781951904)","('best_epoch', 209)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.888828394437856)","('test_acc', 0.647385081932326)","('test_f1', 0.5940814801131244)","('test_prec', 0.5965775590403852)","('test_reca', 0.647385081932326)","('test_roc', 0.9276637990365096)","('pytorch_total_params', 36224)","('train_time', 301.7883656024933)","('best_epoch', 546)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.946612356089105)","('test_acc', 0.6003271972760161)","('test_f1', 0.5256406330994947)","('test_prec', 0.5024815237047757)","('test_reca', 0.6003271972760162)","('test_roc', 0.916974521700139)","('pytorch_total_params', 36224)","('train_time', 61.31101393699646)","('best_epoch', 92)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.872884532369738)","('test_acc', 0.6629535539476484)","('test_f1', 0.6051789702766716)","('test_prec', 0.5817196655606327)","('test_reca', 0.6629535539476483)","('test_roc', 0.9182547373723309)","('pytorch_total_params', 36224)","('train_time', 128.45322179794312)","('best_epoch', 223)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7815035215766666)","('test_acc', 0.7515827835709725)","('test_f1', 0.728353434465832)","('test_prec', 0.7556500546693337)","('test_reca', 0.7515827835709725)","('test_roc', 0.9821607851990357)","('pytorch_total_params', 142048)","('train_time', 985.4137327671051)","('best_epoch', 1805)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.872299889068092)","('test_acc', 0.6699098212385614)","('test_f1', 0.6150569743931464)","('test_prec', 0.605107790350494)","('test_reca', 0.6699098212385615)","('test_roc', 0.9122709432188405)","('pytorch_total_params', 142048)","('train_time', 63.463043212890625)","('best_epoch', 96)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8761020114914513)","('test_acc', 0.6592692594168972)","('test_f1', 0.6225507308993381)","('test_prec', 0.6410747720241724)","('test_reca', 0.6592692594168972)","('test_roc', 0.9308692918655013)","('pytorch_total_params', 142048)","('train_time', 110.59712052345276)","('best_epoch', 190)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7644157022535865)","('test_acc', 0.7674305703341137)","('test_f1', 0.7421940502796333)","('test_prec', 0.7634258321907385)","('test_reca', 0.7674305703341137)","('test_roc', 0.9812327664967602)","('pytorch_total_params', 142048)","('train_time', 1506.0543615818024)","('best_epoch', 2787)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.862114780277464)","('test_acc', 0.6715657586720579)","('test_f1', 0.6249304825223938)","('test_prec', 0.636293315017908)","('test_reca', 0.6715657586720579)","('test_roc', 0.9520009868863785)","('pytorch_total_params', 142048)","('train_time', 91.03770327568054)","('best_epoch', 152)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8487161967469725)","('test_acc', 0.6936050223451798)","('test_f1', 0.6321371392398567)","('test_prec', 0.6252075085608735)","('test_reca', 0.6936050223451798)","('test_roc', 0.9483025694731082)","('pytorch_total_params', 142048)","('train_time', 63.370347023010254)","('best_epoch', 97)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7973344405170804)","('test_acc', 0.7358813045328794)","('test_f1', 0.7055889331955824)","('test_prec', 0.7299043941263892)","('test_reca', 0.7358813045328794)","('test_roc', 0.9652406713277634)","('pytorch_total_params', 142048)","('train_time', 1333.61571931839)","('best_epoch', 2460)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.9226515563809383)","('test_acc', 0.6178375718237923)","('test_f1', 0.5533285598186812)","('test_prec', 0.5453620803847137)","('test_reca', 0.6178375718237923)","('test_roc', 0.9026783585661766)","('pytorch_total_params', 142048)","('train_time', 50.04107093811035)","('best_epoch', 68)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8317605287223504)","('test_acc', 0.695553575228772)","('test_f1', 0.6460985579762791)","('test_prec', 0.6492828072592358)","('test_reca', 0.695553575228772)","('test_roc', 0.9526487513986716)","('pytorch_total_params', 142048)","('train_time', 103.66575598716736)","('best_epoch', 174)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8801061314302547)","('test_acc', 0.6617498403915727)","('test_f1', 0.5964245939572523)","('test_prec', 0.5751986498751268)","('test_reca', 0.6617498403915727)","('test_roc', 0.9167584099640442)","('pytorch_total_params', 142048)","('train_time', 150.65660977363586)","('best_epoch', 264)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8892926691085337)","('test_acc', 0.6461215152160034)","('test_f1', 0.5876056698644546)","('test_prec', 0.6074886730011011)","('test_reca', 0.6461215152160034)","('test_roc', 0.9470084834983403)","('pytorch_total_params', 142048)","('train_time', 70.9961953163147)","('best_epoch', 110)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.818434677014429)","('test_acc', 0.7049704724409449)","('test_f1', 0.6474355038454993)","('test_prec', 0.6551008953352753)","('test_reca', 0.7049704724409449)","('test_roc', 0.9446546310459312)","('pytorch_total_params', 142048)","('train_time', 103.9314227104187)","('best_epoch', 175)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.893649933033229)","('test_acc', 0.6407147797403703)","('test_f1', 0.5804252011028033)","('test_prec', 0.5810516502107115)","('test_reca', 0.6407147797403703)","('test_roc', 0.9449600729917311)","('pytorch_total_params', 142048)","('train_time', 177.4626293182373)","('best_epoch', 319)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.856654878980836)","('test_acc', 0.6736739199829751)","('test_f1', 0.6068595642297788)","('test_prec', 0.5966572066103275)","('test_reca', 0.6736739199829751)","('test_roc', 0.9178639225613001)","('pytorch_total_params', 142048)","('train_time', 86.86997294425964)","('best_epoch', 145)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 64)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.87574287687725)","('test_acc', 0.653343796552458)","('test_f1', 0.5818777733718385)","('test_prec', 0.5979596646496641)","('test_reca', 0.653343796552458)","('test_roc', 0.9366310728832196)","('pytorch_total_params', 142048)","('train_time', 69.50901913642883)","('best_epoch', 108)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8721399825033824)","('test_acc', 0.6593956160885295)","('test_f1', 0.6201432096065136)","('test_prec', 0.6348522262567977)","('test_reca', 0.6593956160885295)","('test_roc', 0.9564699541880822)","('pytorch_total_params', 562592)","('train_time', 62.78530311584473)","('best_epoch', 95)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8608778883584334)","('test_acc', 0.6713396467333476)","('test_f1', 0.625144447232708)","('test_prec', 0.662995364188835)","('test_reca', 0.6713396467333475)","('test_roc', 0.9534514992833857)","('pytorch_total_params', 562592)","('train_time', 75.14432215690613)","('best_epoch', 121)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8269440332456557)","('test_acc', 0.7009736114066822)","('test_f1', 0.6639505768469469)","('test_prec', 0.663512967508341)","('test_reca', 0.7009736114066822)","('test_roc', 0.9538720633321471)","('pytorch_total_params', 562592)","('train_time', 60.738317251205444)","('best_epoch', 92)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.878571364874027)","('test_acc', 0.6569216854649925)","('test_f1', 0.6055444721942376)","('test_prec', 0.6608503140794442)","('test_reca', 0.6569216854649925)","('test_roc', 0.9580512997083335)","('pytorch_total_params', 562592)","('train_time', 67.16884970664978)","('best_epoch', 103)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.818568438894065)","('test_acc', 0.714600180889551)","('test_f1', 0.6845482999816024)","('test_prec', 0.7175226354913591)","('test_reca', 0.714600180889551)","('test_roc', 0.9606462439047961)","('pytorch_total_params', 562592)","('train_time', 81.32867288589478)","('best_epoch', 132)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.01)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7768292815209854)","('test_acc', 0.7520017556927006)","('test_f1', 0.7235197248711029)","('test_prec', 0.7329014154271859)","('test_reca', 0.7520017556927007)","('test_roc', 0.9774809423386195)","('pytorch_total_params', 562592)","('train_time', 83.69260954856873)","('best_epoch', 138)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.889468722912727)","('test_acc', 0.6399100872526069)","('test_f1', 0.581510096671964)","('test_prec', 0.6421557612520497)","('test_reca', 0.6399100872526069)","('test_roc', 0.9522105448520612)","('pytorch_total_params', 562592)","('train_time', 49.19508242607117)","('best_epoch', 68)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.84059769269075)","('test_acc', 0.6962851138540115)","('test_f1', 0.6479296759181083)","('test_prec', 0.6577118679420462)","('test_reca', 0.6962851138540115)","('test_roc', 0.940903050519578)","('pytorch_total_params', 562592)","('train_time', 56.37417221069336)","('best_epoch', 81)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.04)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7764568718019054)","('test_acc', 0.758286337518621)","('test_f1', 0.7282822610001407)","('test_prec', 0.7511371640768885)","('test_reca', 0.7582863375186211)","('test_roc', 0.9753609402443422)","('pytorch_total_params', 562592)","('train_time', 73.08878350257874)","('best_epoch', 118)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8901050546672096)","('test_acc', 0.6374827090870397)","('test_f1', 0.5957509144927347)","('test_prec', 0.6212237850560147)","('test_reca', 0.6374827090870399)","('test_roc', 0.926630321987817)","('pytorch_total_params', 562592)","('train_time', 86.36821818351746)","('best_epoch', 143)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.820075488313763)","('test_acc', 0.7120198446477974)","('test_f1', 0.6741607401830156)","('test_prec', 0.6901413237760639)","('test_reca', 0.7120198446477974)","('test_roc', 0.9404936211260297)","('pytorch_total_params', 562592)","('train_time', 61.09060502052307)","('best_epoch', 94)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.16)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8137102293750025)","('test_acc', 0.7110821451372632)","('test_f1', 0.6643760844940636)","('test_prec', 0.6719274034506888)","('test_reca', 0.7110821451372633)","('test_roc', 0.9588982386511158)","('pytorch_total_params', 562592)","('train_time', 70.03523850440979)","('best_epoch', 110)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.938371884693463)","('test_acc', 0.5906708874228559)","('test_f1', 0.5456983633886847)","('test_prec', 0.585343600124749)","('test_reca', 0.5906708874228559)","('test_roc', 0.9342410098488934)","('pytorch_total_params', 562592)","('train_time', 615.7317388057709)","('best_epoch', 1134)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.25)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.897518408199553)","('test_acc', 0.6304000851244945)","('test_f1', 0.5535814088115021)","('test_prec', 0.5730751989589232)","('test_reca', 0.6304000851244946)","('test_roc', 0.9035154501326168)","('pytorch_total_params', 562592)","('train_time', 33.51615595817566)","('best_epoch', 36)"
"('eeg_feature', 'wav')","('model', 'GraphConv')","('hidden_channels', 128)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.5)","('weight_decay', 0.64)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.7937456692348364)","('test_acc', 0.7318046392849542)","('test_f1', 0.7141589900661918)","('test_prec', 0.7389073741348908)","('test_reca', 0.7318046392849542)","('test_roc', 0.9640446362704267)","('pytorch_total_params', 562592)","('train_time', 134.55823516845703)","('best_epoch', 238)"
"('eeg_feature', 'psd')","('model', 'GraphConv')","('hidden_channels', 32)","('window_size', 0.5)","('batch_size', 16)","('learning_rate', 0.0005)","('dropout_rate', 0.0)","('weight_decay', 0.0)","('activation_funct', 'relu')","('number_train_samples', 1)","('number_val_samples', 100)","('number_test_samples', 4699)","('mean_test_loss', 2.8007244201486836)","('test_acc', 0.7414476484358374)","('test_f1', 0.6915620663068973)","('test_prec', 0.6755058079778438)","('test_reca', 0.7414476484358374)","('test_roc', 0.9457027919488636)","('pytorch_total_params', 36224)","('train_time', 343.1625430583954)","('best_epoch', 623)"
